Model,MRIP,Test Case,# of Waypoints,Error distance (Source),Error distance (FollowUp),Time to destination (Source),Time to destination (FollowUp),Balancing (Source),Balancing (FollowUp),Distance to the car Follow up,Distance to the car Source,Source exec time,Follow up exec time
Mutant_3_of_purePursuitUSCity,MRIP4,98,21,0.050891375,0.050613795,18.46,18.44,0.013574768,0.020641158,31.6227766,31.6227766,22.3961398,23.4094801
Mutant_3_of_purePursuitUSCity,MRIP4,99,52,35.84460124,37.13696276,42.56,42.52,2.16072769,2.151951609,31.6227766,31.6227766,40.2157311,39.0582281
Mutant_3_of_purePursuitUSCity,MRIP4,100,82,2.205812073,2.049117405,58.24,57.55,1.370542037,1.319328974,31.6227766,31.6227766,31.4968294,32.4096686
Mutant_4_of_purePursuitUSCity,MRIP1_1,1,51,21.7054102,24.08578621,50.41,50.34,9.071129743,8.623090497,31.6227766,31.6227766,36.016606,43.1405161
Mutant_4_of_purePursuitUSCity,MRIP1_1,2,51,19.84720641,19.84720641,99999,99999,1.915148681,1.915148681,31.6227766,31.6227766,36.1742973,35.4537324
Mutant_4_of_purePursuitUSCity,MRIP1_1,3,41,10.86830909,10.64128249,18.04,18.01,18.29928444,18.83890344,31.6227766,31.6227766,36.9065883,42.1191314
Mutant_4_of_purePursuitUSCity,MRIP1_1,4,11,27.51761008,58.06694643,7.01,7.01,8.55693095,7.714617089,31.6227766,31.6227766,35.799167,38.6196424
Mutant_4_of_purePursuitUSCity,MRIP1_1,5,41,39.98250499,33.92512429,37.71,37.71,8.148972181,8.194794429,24.8261402,31.6227766,35.5777975,39.9499745
Mutant_4_of_purePursuitUSCity,MRIP1_1,6,51,18.63433843,18.63433843,99999,99999,2.562079957,2.562079957,31.6227766,31.6227766,36.2090145,39.2997109
Mutant_4_of_purePursuitUSCity,MRIP1_1,7,31,73.86138492,69.71951617,24.65,24.65,7.545864994,7.567479256,31.6227766,31.6227766,35.1819116,38.5188513
Mutant_4_of_purePursuitUSCity,MRIP1_1,8,52,52.7045071,53.79150344,6.66,6.66,9.607282275,9.586496916,31.6227766,31.6227766,35.247383,38.7426972
Mutant_4_of_purePursuitUSCity,MRIP1_1,9,51,28.10867246,27.01297112,42.24,42.18,8.267595127,8.197385844,31.6227766,31.6227766,37.1460317,38.7847883
Mutant_4_of_purePursuitUSCity,MRIP1_1,10,31,18.83796689,18.83796689,99999,99999,0.642144973,0.642144973,31.6227766,31.6227766,35.7239732,40.0372465
Mutant_4_of_purePursuitUSCity,MRIP1_1,11,51,44.16613884,44.16613884,39.22,39.19,16.14361604,18.03278239,31.6227766,31.6227766,36.247395,42.2372486
Mutant_4_of_purePursuitUSCity,MRIP1_1,12,32,58.25339646,41.60700198,12.2,12.2,7.268440422,8.873091269,31.6227766,31.6227766,35.4214795,39.0305543
Mutant_4_of_purePursuitUSCity,MRIP1_1,13,11,171.5493163,171.8339927,2.64,2.64,0.708014275,0.70795716,31.6227766,31.6227766,35.6955234,38.0209665
Mutant_4_of_purePursuitUSCity,MRIP1_1,14,61,155.9083524,277.7664929,22.24,22.12,6.974594643,0.813424031,31.6227766,31.6227766,36.13658,38.3721404
Mutant_4_of_purePursuitUSCity,MRIP1_1,15,71,54.73319023,46.62205441,40.46,40.4,6.858869815,6.950458921,31.6227766,31.6227766,35.6832959,37.9210208
Mutant_4_of_purePursuitUSCity,MRIP1_1,16,31,30.68459897,22.10433443,21.05,20.9,8.216773371,11.31195324,31.6227766,31.6227766,36.1599438,38.9754684
Mutant_4_of_purePursuitUSCity,MRIP1_1,17,41,35.81153547,17.28144162,26.36,26.25,9.521455383,12.1855744,31.6227766,31.6227766,35.469077,39.1588088
Mutant_4_of_purePursuitUSCity,MRIP1_1,18,51,22.14974503,22.14974503,28.86,28.91,2.35497636,2.374050109,31.6227766,31.6227766,19.5400068,22.4316239
Mutant_4_of_purePursuitUSCity,MRIP1_1,19,62,23.27305752,23.27305752,89.39,89.39,1.31194324,1.31194324,31.6227766,31.6227766,35.3448794,36.2522341
Mutant_4_of_purePursuitUSCity,MRIP1_1,20,22,41.99873158,26.18273811,11.8,11.8,7.844448858,8.762766685,31.6227766,31.6227766,35.3598157,39.7094082
Mutant_4_of_purePursuitUSCity,MRIP1_1,21,21,36.43973839,27.85494472,9.16,9.02,9.534383387,10.47917399,31.6227766,31.6227766,35.4145833,38.3241991
Mutant_4_of_purePursuitUSCity,MRIP1_1,22,51,49.66461208,46.48062423,31.63,31.59,9.473100741,9.743813193,31.6227766,31.6227766,35.6107858,39.0021803
Mutant_4_of_purePursuitUSCity,MRIP1_1,23,41,24.70448019,37.51336781,27.58,27.56,10.44465065,9.911071274,31.6227766,31.6227766,35.9316592,39.5774012
Mutant_4_of_purePursuitUSCity,MRIP1_1,24,71,23.20928681,27.75227532,49.49,49.49,9.565779982,9.043659001,31.6227766,31.6227766,35.9098721,39.146933
Mutant_4_of_purePursuitUSCity,MRIP1_1,25,61,76.27161864,61.08307868,51.67,51.47,3.76668365,4.03071216,27.9316856,29.03140294,35.8155784,39.2128727
Mutant_4_of_purePursuitUSCity,MRIP1_1,26,61,34.70910949,34.70910949,99999,99999,19.16802809,19.16802809,31.6227766,31.6227766,35.8393611,34.9826909
Mutant_4_of_purePursuitUSCity,MRIP1_1,27,22,59.86685652,33.30691731,20.31,20.29,8.564314756,9.443149198,31.6227766,31.6227766,37.0995255,38.6378718
Mutant_4_of_purePursuitUSCity,MRIP1_1,28,51,21.20814507,23.01178419,53.85,53.7,9.681039418,9.483051147,31.6227766,31.6227766,36.2449277,43.1392793
Mutant_4_of_purePursuitUSCity,MRIP1_1,29,51,37.21168367,25.85518007,32.09,32.06,7.983268605,9.356167703,31.6227766,31.6227766,35.8082195,35.6510734
Mutant_4_of_purePursuitUSCity,MRIP1_1,30,62,20.90199807,20.90199807,99999,99999,0.580834649,0.580834649,31.6227766,31.6227766,36.0384392,39.4981006
Mutant_4_of_purePursuitUSCity,MRIP1_1,31,11,43.81159929,724.8458576,5.32,5.26,9.040009651,3.824545401,31.6227766,31.6227766,35.4942806,38.4189952
Mutant_4_of_purePursuitUSCity,MRIP1_1,32,62,79.52508294,59.93888144,18.36,18.09,5.575892105,6.450434686,31.6227766,31.6227766,36.254417,41.3179598
Mutant_4_of_purePursuitUSCity,MRIP1_1,33,51,42.40110573,19.69103519,66.68,66.66,5.88160048,9.64757843,31.6227766,31.6227766,35.7915347,40.9362841
Mutant_4_of_purePursuitUSCity,MRIP1_1,34,51,25.06540542,21.49003968,46.04,46.01,7.516221375,8.127841246,31.6227766,31.6227766,35.7272333,35.7776587
Mutant_4_of_purePursuitUSCity,MRIP1_1,35,71,18.90784956,18.90784956,99999,99999,16.25152509,16.25152509,31.6227766,31.6227766,38.1764788,39.1194502
Mutant_4_of_purePursuitUSCity,MRIP1_1,36,11,33.60020819,31.45479375,2.71,2.67,9.427452025,9.396754992,31.6227766,31.6227766,34.6642041,41.8900276
Mutant_4_of_purePursuitUSCity,MRIP1_1,37,22,28.74300711,29.50231451,20.61,20.52,9.098581819,10.59857216,31.6227766,31.6227766,35.2788297,37.8865978
Mutant_4_of_purePursuitUSCity,MRIP1_1,38,61,33.04561277,25.04069219,20.55,20.55,7.835115385,8.729743747,31.6227766,31.6227766,36.1782856,38.4613322
Mutant_4_of_purePursuitUSCity,MRIP1_1,39,21,29.36601119,37.61428481,8.23,8.23,9.427522715,8.581376472,31.6227766,31.6227766,35.3720787,39.1692676
Mutant_4_of_purePursuitUSCity,MRIP1_1,40,41,27.04803421,42.8614652,32.64,32.64,11.01365048,10.0321275,31.6227766,31.6227766,35.9256644,39.2697805
Mutant_4_of_purePursuitUSCity,MRIP1_1,41,51,17.48142422,17.48142422,31.83,31.8,3.232800131,3.239504534,31.6227766,31.6227766,20.7021173,23.6884883
Mutant_4_of_purePursuitUSCity,MRIP1_1,42,71,41.28706942,43.4104658,53.29,53.22,12.01254198,12.4680032,31.6227766,31.6227766,35.4752015,39.6154678
Mutant_4_of_purePursuitUSCity,MRIP1_1,43,81,35.31729148,19.19960962,68.02,67.95,13.35051241,16.07899587,31.6227766,31.6227766,35.6853668,39.2819011
Mutant_4_of_purePursuitUSCity,MRIP1_1,44,11,223.3246489,223.4101509,2.29,2.29,0.736569269,0.73657023,31.6227766,31.6227766,34.2808717,40.83001
Mutant_4_of_purePursuitUSCity,MRIP1_1,45,81,24.31076316,37.30698114,38.97,38.87,8.790889903,8.746743284,31.6227766,31.6227766,35.1514153,38.0173888
Mutant_4_of_purePursuitUSCity,MRIP1_1,46,92,9.247368775,9.247368775,33.91,33.91,2.691632273,2.691088991,31.6227766,31.6227766,21.9146046,25.156865
Mutant_4_of_purePursuitUSCity,MRIP1_1,47,51,56.75947377,32.98521532,52.63,52.44,5.646673739,7.576257868,31.6227766,31.6227766,35.1843823,37.9517877
Mutant_4_of_purePursuitUSCity,MRIP1_1,48,111,23.64982541,23.64982541,99999,99999,18.50664155,18.50664155,31.6227766,31.6227766,35.7030911,38.2884204
Mutant_4_of_purePursuitUSCity,MRIP1_1,49,61,54.21117332,61.14839298,42.7,42.64,10.8723472,11.56670949,31.6227766,31.6227766,35.0604036,38.0526931
Mutant_4_of_purePursuitUSCity,MRIP1_1,50,72,39.23828138,39.23828138,99999,99999,14.28455736,14.28455736,31.6227766,31.6227766,35.6184241,38.52521
Mutant_4_of_purePursuitUSCity,MRIP1_1,51,21,818.6146245,817.948655,10.23,10.09,2.954620813,2.221762592,31.6227766,31.6227766,34.2096677,37.5013347
Mutant_4_of_purePursuitUSCity,MRIP1_1,52,61,22.24567567,20.187588,35.22,35.19,9.239405023,9.296251905,31.6227766,31.6227766,39.1093294,38.4221119
Mutant_4_of_purePursuitUSCity,MRIP1_1,53,31,32.10812244,26.31854027,18.2,18.2,8.593785551,9.146393103,31.6227766,31.6227766,34.4479428,38.0453915
Mutant_4_of_purePursuitUSCity,MRIP1_1,54,41,13.77505486,13.77505486,34.8,34.8,3.771375872,3.771375872,31.6227766,31.6227766,20.8221619,23.974739
Mutant_4_of_purePursuitUSCity,MRIP1_1,55,51,25.74815705,30.11615187,6.45,6.39,9.812138646,9.57935565,31.6227766,31.6227766,34.7989556,38.845537
Mutant_4_of_purePursuitUSCity,MRIP1_1,56,11,1251.165668,1250.49384,7.81,7.81,1.175854602,1.176066164,31.6227766,31.6227766,33.9144003,37.319371
Mutant_4_of_purePursuitUSCity,MRIP1_1,57,41,34.8467266,36.28644253,12.33,12.23,10.86481516,12.00505006,31.6227766,31.6227766,34.8090228,37.8455706
Mutant_4_of_purePursuitUSCity,MRIP1_1,58,51,22.89959693,26.03309769,47.97,47.93,7.59083812,7.625176474,31.6227766,31.6227766,35.3881474,38.1489336
Mutant_4_of_purePursuitUSCity,MRIP1_1,59,81,22.55249669,27.0403242,54.36,54.23,18.2367237,17.90599139,31.6227766,31.6227766,34.6208928,38.3353978
Mutant_4_of_purePursuitUSCity,MRIP1_1,60,61,7.720377172,7.720377172,24.12,24.12,1.194203052,1.194203052,31.6227766,31.6227766,17.5695735,20.6368429
Mutant_4_of_purePursuitUSCity,MRIP1_1,61,61,45.60200225,58.7035263,43.2,43.13,10.34442678,10.11599239,31.6227766,31.6227766,36.3049225,34.7204024
Mutant_4_of_purePursuitUSCity,MRIP1_1,62,51,45.36623183,39.37605972,36.97,36.97,7.679137243,6.129748248,31.6227766,31.6227766,34.7331828,40.2712493
Mutant_4_of_purePursuitUSCity,MRIP1_1,63,71,36.03619418,35.69610217,36.24,36.24,8.773434548,8.807876528,31.6227766,31.6227766,35.445687,38.2144295
Mutant_4_of_purePursuitUSCity,MRIP1_1,64,51,39.64888684,38.79014117,19.36,19.36,8.515178078,8.685588686,31.6227766,31.6227766,34.9091362,38.5207149
Mutant_4_of_purePursuitUSCity,MRIP1_1,65,21,31.25653493,32.32569001,14.44,14.33,7.845313197,8.773239101,31.6227766,31.6227766,34.6709571,38.119009
Mutant_4_of_purePursuitUSCity,MRIP1_1,66,61,17.88377479,17.88377479,99999,99999,2.760176028,2.760176028,31.6227766,31.6227766,35.1926821,37.8905848
Mutant_4_of_purePursuitUSCity,MRIP1_1,67,21,86.56965379,39.84519217,13.66,13.64,9.412079579,11.64184513,31.6227766,31.6227766,35.0471395,37.9122173
Mutant_4_of_purePursuitUSCity,MRIP1_1,68,112,24.5714143,21.8372125,54.38,54.31,7.120278802,7.727160829,31.6227766,31.6227766,35.5274037,38.9300718
Mutant_4_of_purePursuitUSCity,MRIP1_1,69,11,54.95510059,186.4244567,8.93,8.91,7.772434186,0.715415908,31.6227766,31.6227766,34.6890336,37.4878978
Mutant_4_of_purePursuitUSCity,MRIP1_1,70,52,38.41383697,38.41383697,55.86,55.86,14.44534974,14.45205329,31.6227766,31.6227766,34.9847071,41.5848963
Mutant_4_of_purePursuitUSCity,MRIP1_1,71,11,34.95497612,36.00846434,10.09,9.75,8.331855452,8.841926406,31.6227766,31.6227766,34.0028008,37.4550799
Mutant_4_of_purePursuitUSCity,MRIP1_1,72,51,31.61246331,21.13554687,43.34,43.3,8.073363829,9.764282697,31.6227766,31.6227766,34.9712609,37.6227857
Mutant_4_of_purePursuitUSCity,MRIP1_1,73,41,31.1750287,31.23387487,25.93,25.83,10.78441043,11.22255468,31.6227766,31.6227766,34.6822291,37.9062537
Mutant_4_of_purePursuitUSCity,MRIP1_1,74,71,15.90055786,15.90055786,99999,99999,1.785076773,1.785076773,31.6227766,31.6227766,35.8018169,39.0086407
Mutant_4_of_purePursuitUSCity,MRIP1_1,75,91,22.00559441,22.00559441,99999,99999,1.993990487,1.993990487,31.6227766,31.6227766,35.0711589,38.0919327
Mutant_4_of_purePursuitUSCity,MRIP1_1,76,11,704.4718873,704.7970194,5.13,5.1,2.106901415,2.107113133,31.6227766,31.6227766,34.1463959,37.1092166
Mutant_4_of_purePursuitUSCity,MRIP1_1,77,61,17.27469421,29.59153925,26.43,26.3,11.48190536,10.14885667,31.6227766,31.6227766,35.2599196,37.9816731
Mutant_4_of_purePursuitUSCity,MRIP1_1,78,71,74.32602671,72.91763499,64.91,64.63,7.794844563,7.808056578,31.6227766,31.6227766,31.3343275,38.4299097
Mutant_4_of_purePursuitUSCity,MRIP1_1,79,41,23.1649679,23.1649679,62.07,61.78,7.02395839,4.132609156,31.6227766,31.6227766,33.2429685,31.0829119
Mutant_4_of_purePursuitUSCity,MRIP1_1,80,61,17.39836048,17.39836048,99999,99999,1.432800413,1.432800413,31.6227766,31.6227766,35.6658619,37.7106717
Mutant_4_of_purePursuitUSCity,MRIP1_1,81,62,43.77021178,62.22471712,37.72,37.41,6.472539585,6.167150797,31.6227766,31.6227766,34.3381817,38.0800727
Mutant_4_of_purePursuitUSCity,MRIP1_1,82,21,42.98170004,42.98170004,15.75,15.75,10.22225047,10.22225047,31.6227766,31.6227766,34.6960852,38.5422346
Mutant_4_of_purePursuitUSCity,MRIP1_1,83,82,17.36871489,17.36871489,99999,99999,2.645158301,2.645158301,31.6227766,31.6227766,34.892948,38.1605972
Mutant_4_of_purePursuitUSCity,MRIP1_1,84,41,30.44062477,31.65531796,32.39,27.03,12.01749335,11.0873949,31.6227766,31.6227766,36.6063739,40.6448698
Mutant_4_of_purePursuitUSCity,MRIP1_1,85,41,31.00584099,41.75465796,30.01,30.01,9.178450456,7.653926946,31.6227766,31.6227766,34.5315585,34.7846397
Mutant_4_of_purePursuitUSCity,MRIP1_1,86,31,29.55043947,16.83621078,22.88,22.74,11.25751261,19.98015852,31.6227766,31.6227766,37.998945,37.6311868
Mutant_4_of_purePursuitUSCity,MRIP1_1,87,31,48.25944709,63.3718383,20.6,20.59,7.216395487,7.605537696,26.02206984,1.758568693,34.8413886,35.8289296
Mutant_4_of_purePursuitUSCity,MRIP1_1,88,11,92.03757881,95.08832913,10.4,10.2,0.898724446,1.763257187,31.6227766,31.6227766,18.0337794,24.7713584
Mutant_4_of_purePursuitUSCity,MRIP1_1,89,62,14.99377135,15.10568557,49.08,49.08,13.39389998,14.3056394,31.6227766,31.6227766,35.4072719,38.3152257
Mutant_4_of_purePursuitUSCity,MRIP1_1,90,31,64.25479683,67.8177697,29.36,29.36,10.23201755,10.213924,31.6227766,31.6227766,35.741104,38.4025601
Mutant_4_of_purePursuitUSCity,MRIP1_1,91,71,13.32874467,13.32874467,99999,99999,2.061532798,2.061532798,31.6227766,31.6227766,35.0406543,38.5594419
Mutant_4_of_purePursuitUSCity,MRIP1_1,92,71,13.60469118,13.60469118,58.56,58.48,8.043658592,8.046673553,31.6227766,31.6227766,26.1057863,25.8720019
Mutant_4_of_purePursuitUSCity,MRIP1_1,93,71,79.29771803,57.93412178,50.03,49.79,9.087303182,9.765585654,31.6227766,31.6227766,35.6075466,34.8462257
Mutant_4_of_purePursuitUSCity,MRIP1_1,94,11,735.984772,735.3485588,7.85,7.85,2.10265161,2.102532643,31.6227766,31.6227766,34.5243627,37.2936964
Mutant_4_of_purePursuitUSCity,MRIP1_1,95,71,22.71080017,22.71080017,99999,99999,17.05156581,17.05156581,31.6227766,31.6227766,38.4114747,38.7642472
Mutant_4_of_purePursuitUSCity,MRIP1_1,96,31,32.35498249,30.58919909,15.56,15.51,7.081540836,8.085971387,31.6227766,31.6227766,34.6428807,37.433068
Mutant_4_of_purePursuitUSCity,MRIP1_1,97,81,37.22410104,37.77174386,39.87,39.77,9.756645702,9.911963796,31.6227766,31.6227766,34.9542157,38.2795152
Mutant_4_of_purePursuitUSCity,MRIP1_1,98,21,14.69433929,24.03832952,11.54,11.41,11.53265729,9.850254174,31.6227766,31.6227766,34.6851357,38.0131598
Mutant_4_of_purePursuitUSCity,MRIP1_1,99,52,27.15372402,27.15372402,99999,99999,0.587350326,0.587350326,31.6227766,31.6227766,34.7626671,38.3705368
Mutant_4_of_purePursuitUSCity,MRIP1_1,100,82,51.99835642,43.35666022,48.07,47.94,11.78689404,12.77212907,31.6227766,31.6227766,34.8114862,37.7005185
Mutant_4_of_purePursuitUSCity,MRIP1_2,1,51,21.7054102,31.38892667,50.41,50.28,9.071129743,7.780702864,31.6227766,31.6227766,34.9745477,37.8437078
Mutant_4_of_purePursuitUSCity,MRIP1_2,2,51,19.84720641,19.84720641,99999,99999,1.915148681,1.915148681,31.6227766,31.6227766,35.4022415,35.4923972
Mutant_4_of_purePursuitUSCity,MRIP1_2,3,41,10.86830909,10.60091958,18.04,17.98,18.29928444,18.98455703,31.6227766,31.6227766,39.0615267,37.8091297
Mutant_4_of_purePursuitUSCity,MRIP1_2,4,11,27.51761008,38.5927991,7.01,7.01,8.55693095,8.572090294,31.6227766,31.6227766,34.6517449,37.5329178
Mutant_4_of_purePursuitUSCity,MRIP1_2,5,41,39.98250499,29.73497221,37.71,37.71,8.148972181,8.417933313,30.15940606,31.6227766,35.8353731,38.0886048
Mutant_4_of_purePursuitUSCity,MRIP1_2,6,51,18.63433843,18.63433843,99999,99999,2.562079957,2.562079957,31.6227766,31.6227766,35.9998147,39.8759149
Mutant_4_of_purePursuitUSCity,MRIP1_2,7,31,73.86138492,89.02720338,24.65,24.59,7.545864994,7.609703018,31.6227766,31.6227766,35.3452487,38.8015607
Mutant_4_of_purePursuitUSCity,MRIP1_2,8,52,52.7045071,43.36745529,6.66,6.66,9.607282275,10.23352903,31.6227766,31.6227766,35.4243034,38.620852
Mutant_4_of_purePursuitUSCity,MRIP1_2,9,51,28.10867246,37.68929842,42.24,42.11,8.267595127,8.285027004,31.6227766,31.6227766,35.4625996,39.0032872
Mutant_4_of_purePursuitUSCity,MRIP1_2,10,31,18.83796689,18.83796689,99999,99999,0.642144973,0.642144973,31.6227766,31.6227766,36.1512726,39.646308
Mutant_4_of_purePursuitUSCity,MRIP1_2,11,51,44.16613884,44.16613884,39.22,39.17,16.14361604,18.21965962,31.6227766,31.6227766,39.4476583,38.6791898
Mutant_4_of_purePursuitUSCity,MRIP1_2,12,32,58.25339646,51.44681956,12.2,12.2,7.268440422,8.878823296,31.6227766,31.6227766,35.4837064,39.1222335
Mutant_4_of_purePursuitUSCity,MRIP1_2,13,11,171.5493163,171.9169167,2.64,2.64,0.708014275,0.70793873,31.6227766,31.6227766,35.4951299,38.3074865
Mutant_4_of_purePursuitUSCity,MRIP1_2,14,61,155.9083524,258.5519474,22.24,22,6.974594643,0.809193947,31.6227766,31.6227766,34.8619973,38.5808581
Mutant_4_of_purePursuitUSCity,MRIP1_2,15,71,54.73319023,42.37059751,40.46,40.36,6.858869815,7.850854015,31.6227766,31.6227766,35.7432352,38.9009676
Mutant_4_of_purePursuitUSCity,MRIP1_2,16,31,30.68459897,25.4201971,21.05,20.8,8.216773371,10.51346713,31.6227766,31.6227766,35.0399924,39.1994543
Mutant_4_of_purePursuitUSCity,MRIP1_2,17,41,35.81153547,17.9147014,26.36,26.16,9.521455383,11.9850399,31.6227766,31.6227766,35.6060674,39.4507798
Mutant_4_of_purePursuitUSCity,MRIP1_2,18,51,22.14974503,22.14974503,28.86,28.99,2.35497636,2.392148371,31.6227766,31.6227766,20.1457987,22.2386814
Mutant_4_of_purePursuitUSCity,MRIP1_2,19,62,23.27305752,23.27305752,89.39,89.39,1.31194324,1.31194324,31.6227766,31.6227766,32.7911724,36.548575
Mutant_4_of_purePursuitUSCity,MRIP1_2,20,22,41.99873158,25.21827525,11.8,11.8,7.844448858,9.219405554,31.6227766,31.6227766,35.1308913,41.9023964
Mutant_4_of_purePursuitUSCity,MRIP1_2,21,21,36.43973839,33.32213514,9.16,8.91,9.534383387,9.45809264,31.6227766,31.6227766,35.1038715,38.4578139
Mutant_4_of_purePursuitUSCity,MRIP1_2,22,51,49.66461208,50.3696712,31.63,31.55,9.473100741,9.773846194,31.6227766,31.6227766,35.6336466,39.2521707
Mutant_4_of_purePursuitUSCity,MRIP1_2,23,41,24.70448019,37.15744151,27.58,27.56,10.44465065,9.127803516,31.6227766,31.6227766,35.7681326,38.8238412
Mutant_4_of_purePursuitUSCity,MRIP1_2,24,71,23.20928681,38.56294153,49.49,49.49,9.565779982,8.499387902,31.6227766,31.6227766,35.7286787,38.6559628
Mutant_4_of_purePursuitUSCity,MRIP1_2,25,61,76.27161864,63.69099667,51.67,51.28,3.76668365,3.928533391,31.6227766,29.03140294,36.1959263,38.6244925
Mutant_4_of_purePursuitUSCity,MRIP1_2,26,61,34.70910949,34.70910949,99999,99999,19.16802809,19.16802809,31.6227766,31.6227766,35.476554,35.4624622
Mutant_4_of_purePursuitUSCity,MRIP1_2,27,22,59.86685652,14.43569594,20.31,20.29,8.564314756,17.39856533,31.6227766,31.6227766,36.2499975,39.474242
Mutant_4_of_purePursuitUSCity,MRIP1_2,28,51,21.20814507,21.54671018,53.85,53.61,9.681039418,9.315998636,31.6227766,31.6227766,36.1429899,43.8632432
Mutant_4_of_purePursuitUSCity,MRIP1_2,29,51,37.21168367,25.58941356,32.09,32.03,7.983268605,9.473483932,31.6227766,31.6227766,35.9843081,35.8306961
Mutant_4_of_purePursuitUSCity,MRIP1_2,30,62,20.90199807,20.90199807,99999,99999,0.580834649,0.580834649,31.6227766,31.6227766,36.5105535,38.9911872
Mutant_4_of_purePursuitUSCity,MRIP1_2,31,11,43.81159929,726.4285379,5.32,5.21,9.040009651,3.82741989,31.6227766,31.6227766,35.1056671,38.0069986
Mutant_4_of_purePursuitUSCity,MRIP1_2,32,62,79.52508294,50.07995667,18.36,17.76,5.575892105,6.846785616,31.6227766,31.6227766,35.3778938,39.1792584
Mutant_4_of_purePursuitUSCity,MRIP1_2,33,51,42.40110573,19.69103519,66.68,66.66,5.88160048,9.365169355,31.6227766,31.6227766,35.9060434,38.7324858
Mutant_4_of_purePursuitUSCity,MRIP1_2,34,51,25.06540542,22.47348104,46.04,45.97,7.516221375,8.371266855,31.6227766,31.6227766,35.6372693,35.3296902
Mutant_4_of_purePursuitUSCity,MRIP1_2,35,71,18.90784956,18.90784956,99999,99999,16.25152509,16.25152509,31.6227766,31.6227766,36.2405245,39.8138322
Mutant_4_of_purePursuitUSCity,MRIP1_2,36,11,33.60020819,49.08230002,2.71,2.65,9.427452025,9.586354814,31.6227766,31.6227766,37.4892538,39.5702779
Mutant_4_of_purePursuitUSCity,MRIP1_2,37,22,28.74300711,27.97001869,20.61,20.45,9.098581819,10.79129724,31.6227766,31.6227766,35.2305993,40.7461152
Mutant_4_of_purePursuitUSCity,MRIP1_2,38,61,33.04561277,29.50989462,20.55,20.55,7.835115385,8.771956247,31.6227766,31.6227766,35.8655393,38.4908353
Mutant_4_of_purePursuitUSCity,MRIP1_2,39,21,29.36601119,30.40642118,8.23,8.22,9.427522715,8.796880621,31.6227766,31.6227766,36.1353709,38.4653726
Mutant_4_of_purePursuitUSCity,MRIP1_2,40,41,27.04803421,36.63404543,32.64,32.64,11.01365048,11.08443325,31.6227766,31.6227766,36.2366181,38.4859174
Mutant_4_of_purePursuitUSCity,MRIP1_2,41,51,17.48142422,66.09377701,31.83,31.78,3.232800131,7.275870392,16.7404427,31.6227766,20.3627902,38.8555967
Mutant_4_of_purePursuitUSCity,MRIP1_2,42,71,41.28706942,56.5993472,53.29,53.19,12.01254198,13.10853671,31.6227766,31.6227766,36.2487859,39.1527156
Mutant_4_of_purePursuitUSCity,MRIP1_2,43,81,35.31729148,19.19960962,68.02,67.89,13.35051241,16.57771747,31.6227766,31.6227766,36.1843591,39.7793646
Mutant_4_of_purePursuitUSCity,MRIP1_2,44,11,223.3246489,221.6463677,2.29,2.29,0.736569269,0.736852929,31.6227766,31.6227766,38.8084722,37.7309339
Mutant_4_of_purePursuitUSCity,MRIP1_2,45,81,24.31076316,23.53476359,38.97,38.77,8.790889903,9.137797604,31.6227766,31.6227766,36.1839116,39.2079723
Mutant_4_of_purePursuitUSCity,MRIP1_2,46,92,9.247368775,9.247368775,33.91,33.91,2.691632273,2.676870908,31.6227766,31.6227766,22.1015035,25.3651391
Mutant_4_of_purePursuitUSCity,MRIP1_2,47,51,56.75947377,40.25900743,52.63,52.27,5.646673739,7.465673246,31.6227766,31.6227766,36.3508809,39.0060604
Mutant_4_of_purePursuitUSCity,MRIP1_2,48,111,23.64982541,23.64982541,99999,99999,18.50664155,18.50664155,31.6227766,31.6227766,40.3282052,46.2580171
Mutant_4_of_purePursuitUSCity,MRIP1_2,49,61,54.21117332,43.86306191,42.7,42.57,10.8723472,12.87866517,31.6227766,31.6227766,39.5529071,43.4059633
Mutant_4_of_purePursuitUSCity,MRIP1_2,50,72,39.23828138,39.23828138,99999,99999,14.28455736,14.28455736,31.6227766,31.6227766,49.9684688,47.8996608
Mutant_4_of_purePursuitUSCity,MRIP1_2,51,21,818.6146245,817.8487945,10.23,9.96,2.954620813,2.267623525,31.6227766,31.6227766,35.0055691,42.0740433
Mutant_4_of_purePursuitUSCity,MRIP1_2,52,61,22.24567567,25.34674876,35.22,35.16,9.239405023,9.404487531,31.6227766,31.6227766,35.431486,43.3272278
Mutant_4_of_purePursuitUSCity,MRIP1_2,53,31,32.10812244,27.95524315,18.2,18.2,8.593785551,9.420442302,31.6227766,31.6227766,35.5302746,38.8150009
Mutant_4_of_purePursuitUSCity,MRIP1_2,54,41,13.77505486,13.77505486,34.8,34.8,3.771375872,3.771375872,31.6227766,31.6227766,20.6736357,24.3016773
Mutant_4_of_purePursuitUSCity,MRIP1_2,55,51,25.74815705,22.96864255,6.45,6.33,9.812138646,9.736373942,31.6227766,31.6227766,35.7860622,39.3022237
Mutant_4_of_purePursuitUSCity,MRIP1_2,56,11,1251.165668,1254.466161,7.81,7.81,1.175854602,1.177202462,31.6227766,31.6227766,35.1519318,38.1269673
Mutant_4_of_purePursuitUSCity,MRIP1_2,57,41,34.8467266,37.78347951,12.33,12.16,10.86481516,11.98965234,31.6227766,31.6227766,35.4022351,38.2923903
